timestamp,elapsed_sec,event,ear,mar,frame_counter,total_blinks,total_yawns
16:13:42,20.8,DROWSY,0.236,0.094,20,1,0
16:13:42,20.8,DROWSY,0.236,0.094,21,1,0
16:13:44,22.8,DROWSY,0.153,0.115,20,2,0
16:13:44,22.9,DROWSY,0.153,0.115,21,2,0
16:13:44,22.9,DROWSY,0.166,0.108,22,2,0
16:13:44,23.0,DROWSY,0.209,0.088,23,2,0
16:13:44,23.1,DROWSY,0.209,0.088,24,2,0
16:13:44,23.1,DROWSY,0.171,0.112,25,2,0
16:13:44,23.2,DROWSY,0.171,0.112,26,2,0
16:13:44,23.3,DROWSY,0.21,0.104,27,2,0
16:13:44,23.3,DROWSY,0.189,0.073,28,2,0
16:13:44,23.4,DROWSY,0.189,0.073,29,2,0
16:13:44,23.4,DROWSY,0.214,0.11,30,2,0
16:13:44,23.5,DROWSY,0.211,0.08,31,2,0
16:13:45,23.6,DROWSY,0.211,0.08,32,2,0
16:13:45,23.6,DROWSY,0.187,0.147,33,2,0
16:13:45,23.7,DROWSY,0.185,0.156,34,2,0
16:13:45,23.7,DROWSY,0.185,0.156,35,2,0
16:13:45,23.8,DROWSY,0.214,0.104,36,2,0
16:13:45,23.9,DROWSY,0.214,0.104,37,2,0
16:13:45,23.9,DROWSY,0.208,0.129,38,2,0
16:13:45,24.0,DROWSY,0.24,0.102,39,2,0
16:13:45,24.0,DROWSY,0.24,0.102,40,2,0
16:13:45,24.1,DROWSY,0.228,0.094,41,2,0
16:13:45,24.2,DROWSY,0.228,0.111,42,2,0
16:13:45,24.2,DROWSY,0.228,0.111,43,2,0
16:13:45,24.3,DROWSY,0.206,0.144,44,2,0
16:13:45,24.3,DROWSY,0.225,0.086,45,2,0
16:13:45,24.4,DROWSY,0.225,0.086,46,2,0
16:13:45,24.5,DROWSY,0.202,0.162,47,2,0
16:13:45,24.5,DROWSY,0.202,0.162,48,2,0
16:13:46,24.6,DROWSY,0.2,0.139,49,2,0
16:13:46,24.6,DROWSY,0.229,0.078,50,2,0
16:13:46,24.7,DROWSY,0.229,0.078,51,2,0
16:13:46,24.7,DROWSY,0.218,0.14,52,2,0
16:13:46,24.8,DROWSY,0.224,0.104,53,2,0
16:13:46,24.9,DROWSY,0.224,0.104,54,2,0
16:13:46,24.9,DROWSY,0.24,0.095,55,2,0
16:13:46,25.0,DROWSY,0.24,0.095,56,2,0
16:13:46,25.1,DROWSY,0.207,0.103,57,2,0
16:13:46,25.1,DROWSY,0.208,0.162,58,2,0
16:13:46,25.2,DROWSY,0.208,0.162,59,2,0
16:13:46,25.2,DROWSY,0.236,0.102,60,2,0
16:13:46,25.3,DROWSY,0.218,0.154,61,2,0
16:13:46,25.3,DROWSY,0.218,0.154,62,2,0
16:13:46,25.4,DROWSY,0.247,0.087,63,2,0
16:13:46,25.5,DROWSY,0.247,0.087,64,2,0
16:13:46,25.5,DROWSY,0.222,0.115,65,2,0
16:13:47,25.6,DROWSY,0.229,0.093,66,2,0
16:13:47,25.6,DROWSY,0.229,0.093,67,2,0
16:13:47,25.7,DROWSY,0.23,0.116,68,2,0
16:13:47,25.8,DROWSY,0.196,0.14,69,2,0
16:13:47,25.8,DROWSY,0.196,0.14,70,2,0
16:13:47,25.9,DROWSY,0.203,0.167,71,2,0
16:13:47,25.9,DROWSY,0.236,0.096,72,2,0
16:13:47,26.0,DROWSY,0.236,0.096,73,2,0
16:13:47,26.1,DROWSY,0.218,0.109,74,2,0
16:13:47,26.1,DROWSY,0.218,0.109,75,2,0
16:13:47,26.2,DROWSY,0.222,0.145,76,2,0
16:13:47,26.2,DROWSY,0.202,0.071,77,2,0
16:13:47,26.3,DROWSY,0.202,0.071,78,2,0
16:13:47,26.4,DROWSY,0.24,0.091,79,2,0
16:13:47,26.4,DROWSY,0.23,0.076,80,2,0
16:13:47,26.5,DROWSY,0.23,0.076,81,2,0
16:13:47,26.5,DROWSY,0.196,0.091,82,2,0
16:13:48,26.6,DROWSY,0.225,0.098,83,2,0
16:13:48,26.7,DROWSY,0.225,0.098,84,2,0
16:13:48,26.8,DROWSY,0.226,0.153,85,2,0
16:13:48,26.8,DROWSY,0.24,0.109,86,2,0
16:13:48,26.9,DROWSY,0.24,0.109,87,2,0
16:13:48,26.9,DROWSY,0.243,0.078,88,2,0
16:13:48,27.0,DROWSY,0.228,0.075,89,2,0
16:13:48,27.1,DROWSY,0.228,0.075,90,2,0
16:13:48,27.1,DROWSY,0.232,0.115,91,2,0
16:13:48,27.2,DROWSY,0.232,0.115,92,2,0
16:13:48,27.2,DROWSY,0.243,0.158,93,2,0
16:13:48,27.3,DROWSY,0.225,0.099,94,2,0
16:13:48,27.3,DROWSY,0.225,0.099,95,2,0
16:13:48,27.4,DROWSY,0.244,0.094,96,2,0
16:13:48,27.5,DROWSY,0.244,0.094,97,2,0
16:13:48,27.5,DROWSY,0.247,0.152,98,2,0
16:13:49,27.6,DROWSY,0.247,0.152,99,2,0
16:13:49,27.6,DROWSY,0.243,0.18,100,2,0
16:14:14,52.6,DROWSY,0.247,0.099,20,13,0
16:14:15,54.1,DROWSY,0.21,0.025,20,13,0
16:14:15,54.2,DROWSY,0.23,0.0,21,13,0
16:14:15,54.2,DROWSY,0.23,0.0,22,13,0
16:14:40,79.1,DROWSY,0.22,0.075,20,24,0
16:14:40,79.2,DROWSY,0.22,0.075,21,24,0
16:14:40,79.3,DROWSY,0.233,0.023,22,24,0
16:14:40,79.4,DROWSY,0.246,0.033,23,24,0
16:14:40,79.4,DROWSY,0.237,0.023,24,24,0
16:14:40,79.5,DROWSY,0.247,0.058,25,24,0
16:14:41,79.6,DROWSY,0.243,0.04,26,24,0
16:14:59,98.5,DROWSY,0.241,0.068,20,39,0
16:14:59,98.6,DROWSY,0.248,0.065,21,39,0
16:15:00,98.6,DROWSY,0.241,0.066,22,39,0
16:15:00,98.7,DROWSY,0.241,0.066,23,39,0
16:15:34,133.3,DROWSY,0.215,0.092,20,56,0
16:15:34,133.3,DROWSY,0.212,0.038,21,56,0
16:15:34,133.4,DROWSY,0.205,0.073,22,56,0
16:15:34,133.5,DROWSY,0.199,0.09,23,56,0
16:15:34,133.5,DROWSY,0.199,0.09,24,56,0
16:15:35,133.6,DROWSY,0.216,0.077,25,56,0
16:15:35,133.7,DROWSY,0.22,0.111,26,56,0
16:15:35,133.7,DROWSY,0.226,0.076,27,56,0
16:15:35,133.8,DROWSY,0.247,0.11,28,56,0
16:15:44,143.3,DROWSY,0.25,0.096,20,64,0
16:15:44,143.3,DROWSY,0.24,0.139,21,64,0
16:15:44,143.4,DROWSY,0.24,0.139,22,64,0
16:15:47,146.3,DROWSY,0.226,0.134,20,67,0
16:15:49,148.0,DROWSY,0.244,0.184,20,68,0
16:17:58,276.6,DROWSY,0.243,0.158,20,86,0
